alpha,honest_mining,classical_selfish_mining,conservative_release,gamma
0.431,0.431,0.5783134120321705,0.5184402607836456,0.0
0.432,0.432,0.5818131299515286,0.52126385391315,0.0
0.433,0.433,0.5853480771967727,0.5241183508896695,0.0
0.434,0.434,0.5889190954964172,0.5270047780543962,0.0
0.435,0.435,0.592527054916005,0.5299242092670453,0.0
0.436,0.436,0.5961728550485252,0.5328777686560594,0.0
0.437,0.437,0.5998574262653757,0.5358666335621367,0.0
0.438,0.438,0.6035817310315158,0.5388920376911033,0.0
0.439,0.439,0.6073467652886615,0.5419552744937343,0.0
0.44,0.44,0.6111535599106924,0.5450577007917895,0.0
