alpha,honest_mining,classical_selfish_mining,conservative_release,gamma
0.441,0.441,0.615003182235676,0.5482007406714635,0.0
0.442,0.442,0.6188967376792904,0.5513858896675367,0.0
0.443,0.443,0.6228353714346999,0.5546147192638691,0.0
0.444,0.444,0.6268202702643717,0.5578888817384957,0.0
0.445,0.445,0.630852664389657,0.5612101153845214,0.0
0.446,0.446,0.6349338294844395,0.564580250141226,0.0
0.447,0.447,0.6390650887795831,0.568001213673538,0.0
0.448,0.448,0.6432478152854445,0.5714750379420271,0.0
0.449,0.449,0.6474834341402358,0.5750038663102718,0.0
0.45,0.45,0.6517734250926417,0.5785899612415515,0.0
0.451,0.451,0.6561193251277267,0.5822357126426977,0.0
0.452,0.452,0.6605227312458765,0.5859436469194605,0.0
0.453,0.453,0.664985303405272,0.5897164368152409,0.0
0.454,0.454,0.6695087676392535,0.5935569121133533,0.0
0.455,0.455,0.6740949193607935,0.5974680712926091,0.0
0.456,0.456,0.6787456268673513,0.6014530942367402,0.0
0.457,0.457,0.683462835060385,0.6055153561105594,0.0
0.458,0.458,0.688248569395061,0.6096584425297285,0.0
0.459,0.459,0.6931049400769145,0.613886166167088,0.0
0.46,0.46,0.698034146523705,0.6182025849567646,0.0
0.461,0.461,0.703038482112182,0.6226120220783732,0.0
0.462,0.462,0.7081203392312558,0.6271190879277186,0.0
0.463,0.463,0.713282214664862,0.6317287043082922,0.0
0.464,0.464,0.7185267153299236,0.6364461311098997,0.0
0.465,0.465,0.7238565643970142,0.6412769957779771,0.0
0.466,0.466,0.7292746078238618,0.6462273259201875,0.0
0.467,0.467,0.7347838213345242,0.6513035854470004,0.0
0.468,0.468,0.7403873178801373,0.6565127147013242,0.0
0.46900000000000003,0.46900000000000003,0.7460883556204257,0.6618621751005257,0.0
0.47000000000000003,0.47000000000000003,0.7518903464689131,0.6673599988940564,0.0
0.47100000000000003,0.47100000000000003,0.7577968652487967,0.6730148447339667,0.0
0.47200000000000003,0.47200000000000003,0.7638116595110535,0.6788360598662463,0.0
0.47300000000000003,0.47300000000000003,0.7699386600712904,0.6848337498819892,0.0
0.47400000000000003,0.47400000000000003,0.7761819923275424,0.6910188571226128,0.0
0.47500000000000003,0.47500000000000003,0.7825459884273253,0.6974032490182946,0.0
0.47600000000000003,0.47600000000000003,0.7890352003592924,0.7039998178594213,0.0
0.47700000000000004,0.47700000000000004,0.795654414052462,0.7108225937654955,0.0
0.47800000000000004,0.47800000000000004,0.8024086645747134,0.717886872934019,0.0
0.47900000000000004,0.47900000000000004,0.8093032525318135,0.7252093636361975,0.0
0.48000000000000004,0.48000000000000004,0.8163437617791185,0.7328083528921452,0.0
0.481,0.481,0.8235360785701631,0.7407038973255756,0.0
0.482,0.482,0.8308864122800346,0.7489180423916683,0.0
0.483,0.483,0.8384013178566914,0.7574750750242213,0.0
0.484,0.484,0.8460877201707058,0.76640181580058,0.0
0.485,0.485,0.8539529404533853,0.7757279580287463,0.0
0.486,0.486,0.8620047250352644,0.7854864627901773,0.0
0.487,0.487,0.8702512766219076,0.7957140210156464,0.0
0.488,0.488,0.8787012883722962,0.8064515962507032,0.0
0.489,0.489,0.8873639810772217,0.8177450650421998,0.0
0.49,0.49,0.8962491437717445,0.8296459760632926,0.0
0.491,0.491,0.9053671781575778,0.8422124544814058,0.0
0.492,0.492,0.9147291472589908,0.855510285057888,0.0
0.493,0.493,0.9243468287905339,0.869614216593194,0.0
0.494,0.494,0.9342327737776686,0.884609542352432,0.0
0.495,0.495,0.9444003710435556,0.9005940270815994,0.0
0.496,0.496,0.9548639182584836,0.9176802726546096,0.0
0.497,0.497,0.9656387003445649,0.9359986434266312,0.0
0.498,0.498,0.9767410761396216,0.955700912132073,0.0
0.499,0.499,0.9881885743534435,0.9769648422482246,0.0
