job_events,job_intervals,normal_job_intervals,mean_job_interval_seconds,std_job_interval_seconds,matched_blocks,mean_delay_seconds,median_delay_seconds,share_within_8_seconds,share_within_16_seconds
412246,412245,409149,7.740715485067787,1.4576892816409581,2884,5.605409153952843,6.0,0.8630374479889042,0.9996532593619972
